Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Gene Type	Input ID	
TM35_000062880	TM35_000062880-t36_1	T. theileri isolate Edinburgh	NBCO01000006:476,701..478,038(-)	hypothetical protein	protein coding	Tth.6.2880	
TM35_000062950	TM35_000062950-t36_1	T. theileri isolate Edinburgh	NBCO01000006:491,172..492,536(-)	hypothetical protein	protein coding	Tth.6.2950	
TM35_000063060	TM35_000063060-t36_1	T. theileri isolate Edinburgh	NBCO01000006:505,749..507,167(-)	hypothetical protein	protein coding	Tth.6.3060	
TM35_000082200	TM35_000082200-t36_1	T. theileri isolate Edinburgh	NBCO01000008:312,724..314,148(-)	hypothetical protein	protein coding	Tth.8.2200	
TM35_000082210	TM35_000082210-t36_1	T. theileri isolate Edinburgh	NBCO01000008:316,843..318,117(-)	hypothetical protein	protein coding	Tth.8.2210	
TM35_000093040	TM35_000093040-t36_1	T. theileri isolate Edinburgh	NBCO01000009:527,808..529,139(-)	hypothetical protein	protein coding	Tth.9.3040	
TM35_000102620	TM35_000102620-t36_1	T. theileri isolate Edinburgh	NBCO01000010:485,308..486,882(+)	hypothetical protein	protein coding	Tth.10.2620	
TM35_000102660	TM35_000102660-t36_1	T. theileri isolate Edinburgh	NBCO01000010:496,000..496,815(+)	hypothetical protein	protein coding	Tth.10.2660	
TM35_000122710	TM35_000122710-t36_1	T. theileri isolate Edinburgh	NBCO01000012:407,686..408,915(+)	hypothetical protein	protein coding	Tth.12.2710	
TM35_000122720	TM35_000122720-t36_1	T. theileri isolate Edinburgh	NBCO01000012:410,740..411,783(+)	hypothetical protein	protein coding	Tth.12.2720	
TM35_000122730	TM35_000122730-t36_1	T. theileri isolate Edinburgh	NBCO01000012:413,741..414,967(+)	hypothetical protein	protein coding	Tth.12.2730	
TM35_000122740	TM35_000122740-t36_1	T. theileri isolate Edinburgh	NBCO01000012:417,542..418,672(+)	hypothetical protein	protein coding	Tth.12.2740	
TM35_000122750	TM35_000122750-t36_1	T. theileri isolate Edinburgh	NBCO01000012:419,644..420,831(+)	hypothetical protein	protein coding	Tth.12.2750	
TM35_000122760	TM35_000122760-t36_1	T. theileri isolate Edinburgh	NBCO01000012:421,896..423,056(+)	hypothetical protein	protein coding	Tth.12.2760	
TM35_000122770	TM35_000122770-t36_1	T. theileri isolate Edinburgh	NBCO01000012:424,765..425,823(+)	hypothetical protein	protein coding	Tth.12.2770	
TM35_000122790	TM35_000122790-t36_1	T. theileri isolate Edinburgh	NBCO01000012:428,876..429,979(+)	hypothetical protein	protein coding	Tth.12.2790	
TM35_000122800	TM35_000122800-t36_1	T. theileri isolate Edinburgh	NBCO01000012:430,944..431,363(+)	hypothetical protein	protein coding	Tth.12.2800	
TM35_000122820	TM35_000122820-t36_1	T. theileri isolate Edinburgh	NBCO01000012:438,088..439,290(+)	hypothetical protein	protein coding	Tth.12.2820	
TM35_000122830	TM35_000122830-t36_1	T. theileri isolate Edinburgh	NBCO01000012:440,105..441,256(+)	hypothetical protein	protein coding	Tth.12.2830	
TM35_000122850	TM35_000122850-t36_1	T. theileri isolate Edinburgh	NBCO01000012:447,404..448,192(+)	hypothetical protein	protein coding	Tth.12.2850	
TM35_000122860	TM35_000122860-t36_1	T. theileri isolate Edinburgh	NBCO01000012:450,385..451,296(+)	hypothetical protein	protein coding	Tth.12.2860	
TM35_000122870	TM35_000122870-t36_1	T. theileri isolate Edinburgh	NBCO01000012:452,409..452,891(+)	hypothetical protein	protein coding	Tth.12.2870	
TM35_000122880	TM35_000122880-t36_1	T. theileri isolate Edinburgh	NBCO01000012:452,901..453,764(+)	hypothetical protein	protein coding	Tth.12.2880	
TM35_000122890	TM35_000122890-t36_1	T. theileri isolate Edinburgh	NBCO01000012:454,101..455,054(+)	hypothetical protein	protein coding	Tth.12.2890	
TM35_000123240	TM35_000123240-t36_1	T. theileri isolate Edinburgh	NBCO01000012:543,935..545,194(-)	hypothetical protein	protein coding	Tth.12.3240	
TM35_000123250	TM35_000123250-t36_1	T. theileri isolate Edinburgh	NBCO01000012:553,050..553,376(-)	hypothetical protein	protein coding	Tth.12.3250	
TM35_000123260	TM35_000123260-t36_1	T. theileri isolate Edinburgh	NBCO01000012:556,876..557,562(-)	hypothetical protein	protein coding	Tth.12.3260	
TM35_000123270	TM35_000123270-t36_1	T. theileri isolate Edinburgh	NBCO01000012:559,800..560,117(-)	hypothetical protein	protein coding	Tth.12.3270	
TM35_000123280	TM35_000123280-t36_1	T. theileri isolate Edinburgh	NBCO01000012:562,002..562,736(-)	hypothetical protein	protein coding	Tth.12.3280	
TM35_000123290	TM35_000123290-t36_1	T. theileri isolate Edinburgh	NBCO01000012:563,802..565,097(-)	hypothetical protein	protein coding	Tth.12.3290	
TM35_000123300	TM35_000123300-t36_1	T. theileri isolate Edinburgh	NBCO01000012:565,967..567,136(-)	hypothetical protein	protein coding	Tth.12.3300	
TM35_000123310	TM35_000123310-t36_1	T. theileri isolate Edinburgh	NBCO01000012:568,333..569,568(-)	hypothetical protein	protein coding	Tth.12.3310	
TM35_000123320	TM35_000123320-t36_1	T. theileri isolate Edinburgh	NBCO01000012:575,416..576,531(-)	hypothetical protein	protein coding	Tth.12.3320	
TM35_000123370	TM35_000123370-t36_1	T. theileri isolate Edinburgh	NBCO01000012:582,023..582,520(-)	hypothetical protein	protein coding	Tth.12.3370	
TM35_000123380	TM35_000123380-t36_1	T. theileri isolate Edinburgh	NBCO01000012:582,773..583,264(-)	hypothetical protein	protein coding	Tth.12.3380	
TM35_000123390	TM35_000123390-t36_1	T. theileri isolate Edinburgh	NBCO01000012:584,093..585,298(-)	hypothetical protein	protein coding	Tth.12.3390	
TM35_000123400	TM35_000123400-t36_1	T. theileri isolate Edinburgh	NBCO01000012:588,057..589,310(-)	hypothetical protein	protein coding	Tth.12.3400	
TM35_000131960	TM35_000131960-t36_1	T. theileri isolate Edinburgh	NBCO01000013:243,985..244,329(-)	hypothetical protein	protein coding	Tth.13.1960	
TM35_000173280	TM35_000173280-t36_1	T. theileri isolate Edinburgh	NBCO01000017:501,440..502,852(+)	hypothetical protein	protein coding	Tth.17.3280	
TM35_000181730	TM35_000181730-t36_1	T. theileri isolate Edinburgh	NBCO01000018:217,913..218,836(+)	hypothetical protein	protein coding	Tth.18.1730	
TM35_000181740	TM35_000181740-t36_1	T. theileri isolate Edinburgh	NBCO01000018:219,116..220,213(+)	hypothetical protein	protein coding	Tth.18.1740	
TM35_000181750	TM35_000181750-t36_1	T. theileri isolate Edinburgh	NBCO01000018:224,067..225,452(+)	hypothetical protein	protein coding	Tth.18.1750	
TM35_000201010	TM35_000201010-t36_1	T. theileri isolate Edinburgh	NBCO01000020:11,667..13,031(-)	hypothetical protein	protein coding	Tth.20.1010	
TM35_000201020	TM35_000201020-t36_1	T. theileri isolate Edinburgh	NBCO01000020:17,554..18,849(-)	Autotransporter beta-domain protein	protein coding	Tth.20.1020	
TM35_000251580	TM35_000251580-t36_1	T. theileri isolate Edinburgh	NBCO01000025:165,813..167,189(+)	hypothetical protein	protein coding	Tth.25.1580	
TM35_000251720	TM35_000251720-t36_1	T. theileri isolate Edinburgh	NBCO01000025:215,719..216,999(-)	hypothetical protein	protein coding	Tth.25.1720	
TM35_000281880	TM35_000281880-t36_1	T. theileri isolate Edinburgh	NBCO01000028:287,491..288,933(-)	hypothetical protein	protein coding	Tth.28.1880	
TM35_000281900	TM35_000281900-t36_1	T. theileri isolate Edinburgh	NBCO01000028:294,747..295,880(-)	hypothetical protein	protein coding	Tth.28.1900	
TM35_000281910	TM35_000281910-t36_1	T. theileri isolate Edinburgh	NBCO01000028:301,166..302,440(-)	hypothetical protein	protein coding	Tth.28.1910	
TM35_000281950	TM35_000281950-t36_1	T. theileri isolate Edinburgh	NBCO01000028:339,627..340,754(-)	hypothetical protein	protein coding	Tth.28.1950	
TM35_000301660	TM35_000301660-t36_1	T. theileri isolate Edinburgh	NBCO01000030:199,882..201,075(+)	hypothetical protein	protein coding	Tth.30.1660	
TM35_000301710	TM35_000301710-t36_1	T. theileri isolate Edinburgh	NBCO01000030:220,635..221,873(+)	hypothetical protein	protein coding	Tth.30.1710	
TM35_000301750	TM35_000301750-t36_1	T. theileri isolate Edinburgh	NBCO01000030:228,122..229,402(+)	hypothetical protein	protein coding	Tth.30.1750	
TM35_000301760	TM35_000301760-t36_1	T. theileri isolate Edinburgh	NBCO01000030:233,746..234,957(+)	hypothetical protein	protein coding	Tth.30.1760	
TM35_000331580	TM35_000331580-t36_1	T. theileri isolate Edinburgh	NBCO01000033:123,761..125,200(+)	hypothetical protein	protein coding	Tth.33.1580	
TM35_000331640	TM35_000331640-t36_1	T. theileri isolate Edinburgh	NBCO01000033:133,849..135,168(+)	hypothetical protein	protein coding	Tth.33.1640	
TM35_000331730	TM35_000331730-t36_1	T. theileri isolate Edinburgh	NBCO01000033:151,946..153,364(+)	hypothetical protein	protein coding	Tth.33.1730	
TM35_000332330	TM35_000332330-t36_1	T. theileri isolate Edinburgh	NBCO01000033:334,558..335,832(+)	hypothetical protein	protein coding	Tth.33.2330	
TM35_000332380	TM35_000332380-t36_1	T. theileri isolate Edinburgh	NBCO01000033:349,112..350,428(+)	hypothetical protein	protein coding	Tth.33.2380	
TM35_000332390	TM35_000332390-t36_1	T. theileri isolate Edinburgh	NBCO01000033:357,527..358,921(+)	hypothetical protein	protein coding	Tth.33.2390	
TM35_000332400	TM35_000332400-t36_1	T. theileri isolate Edinburgh	NBCO01000033:362,646..364,097(+)	hypothetical protein	protein coding	Tth.33.2400	
TM35_000351010	TM35_000351010-t36_1	T. theileri isolate Edinburgh	NBCO01000035:2,930..4,300(-)	hypothetical protein	protein coding	Tth.35.1010	
TM35_000351030	TM35_000351030-t36_1	T. theileri isolate Edinburgh	NBCO01000035:10,574..11,767(-)	hypothetical protein	protein coding	Tth.35.1030	
TM35_000351040	TM35_000351040-t36_1	T. theileri isolate Edinburgh	NBCO01000035:18,108..19,562(-)	hypothetical protein	protein coding	Tth.35.1040	
TM35_000372130	TM35_000372130-t36_1	T. theileri isolate Edinburgh	NBCO01000037:304,603..305,973(+)	excalibur domain-containing protein	protein coding	Tth.37.2130	
TM35_000432020	TM35_000432020-t36_1	T. theileri isolate Edinburgh	NBCO01000043:235,597..236,982(+)	hypothetical protein	protein coding	Tth.43.2020	
TM35_000432060	TM35_000432060-t36_1	T. theileri isolate Edinburgh	NBCO01000043:242,638..244,002(+)	hypothetical protein	protein coding	Tth.43.2060	
TM35_000441070	TM35_000441070-t36_1	T. theileri isolate Edinburgh	NBCO01000044:31,782..33,107(-)	hypothetical protein	protein coding	Tth.44.1070	
TM35_000461780	TM35_000461780-t36_1	T. theileri isolate Edinburgh	NBCO01000046:176,002..177,393(+)	hypothetical protein	protein coding	Tth.46.1780	
TM35_000481610	TM35_000481610-t36_1	T. theileri isolate Edinburgh	NBCO01000048:131,187..132,218(+)	hypothetical protein	protein coding	Tth.48.1610	
TM35_000481620	TM35_000481620-t36_1	T. theileri isolate Edinburgh	NBCO01000048:132,821..133,951(+)	hypothetical protein	protein coding	Tth.48.1620	
TM35_000481630	TM35_000481630-t36_1	T. theileri isolate Edinburgh	NBCO01000048:134,803..135,372(+)	hypothetical protein	protein coding	Tth.48.1630	
TM35_000481640	TM35_000481640-t36_1	T. theileri isolate Edinburgh	NBCO01000048:136,255..137,376(+)	hypothetical protein	protein coding	Tth.48.1640	
TM35_000521390	TM35_000521390-t36_1	T. theileri isolate Edinburgh	NBCO01000052:89,495..90,661(+)	hypothetical protein	protein coding	Tth.52.1390	
TM35_000651150	TM35_000651150-t36_1	T. theileri isolate Edinburgh	NBCO01000065:17,987..19,435(+)	hypothetical protein	protein coding	Tth.65.1150	
TM35_000651260	TM35_000651260-t36_1	T. theileri isolate Edinburgh	NBCO01000065:48,129..49,538(+)	calcium-binding protein	protein coding	Tth.65.1260	
TM35_000651280	TM35_000651280-t36_1	T. theileri isolate Edinburgh	NBCO01000065:53,987..55,390(+)	hypothetical protein	protein coding	Tth.65.1280	
TM35_000781000	TM35_000781000-t36_1	T. theileri isolate Edinburgh	NBCO01000078:13,007..14,353(-)	hypothetical protein	protein coding	Tth.78.1000	
TM35_000781010	TM35_000781010-t36_1	T. theileri isolate Edinburgh	NBCO01000078:19,844..21,196(-)	hypothetical protein	protein coding	Tth.78.1010	
TM35_000801020	TM35_000801020-t36_1	T. theileri isolate Edinburgh	NBCO01000080:18,241..19,629(-)	hypothetical protein	protein coding	Tth.80.1020	
TM35_000801060	TM35_000801060-t36_1	T. theileri isolate Edinburgh	NBCO01000080:30,565..32,022(-)	hypothetical protein	protein coding	Tth.80.1060	
TM35_000801080	TM35_000801080-t36_1	T. theileri isolate Edinburgh	NBCO01000080:36,691..38,217(-)	hypothetical protein	protein coding	Tth.80.1080	
TM35_000821000	TM35_000821000-t36_1	T. theileri isolate Edinburgh	NBCO01000082:8,665..9,468(+)	hypothetical protein	protein coding	Tth.82.1000	
TM35_000821020	TM35_000821020-t36_1	T. theileri isolate Edinburgh	NBCO01000082:15,722..16,801(+)	hypothetical protein	protein coding	Tth.82.1020	
TM35_000821030	TM35_000821030-t36_1	T. theileri isolate Edinburgh	NBCO01000082:17,727..19,028(+)	hypothetical protein	protein coding	Tth.82.1030	
TM35_000821040	TM35_000821040-t36_1	T. theileri isolate Edinburgh	NBCO01000082:24,595..25,686(+)	hypothetical protein	protein coding	Tth.82.1040	
TM35_000821050	TM35_000821050-t36_1	T. theileri isolate Edinburgh	NBCO01000082:30,902..31,627(+)	hypothetical protein	protein coding	Tth.82.1050	
TM35_000821060	TM35_000821060-t36_1	T. theileri isolate Edinburgh	NBCO01000082:32,740..34,062(+)	hypothetical protein	protein coding	Tth.82.1060	
TM35_000821070	TM35_000821070-t36_1	T. theileri isolate Edinburgh	NBCO01000082:35,843..36,955(+)	hypothetical protein	protein coding	Tth.82.1070	
TM35_000821080	TM35_000821080-t36_1	T. theileri isolate Edinburgh	NBCO01000082:37,807..38,991(+)	hypothetical protein	protein coding	Tth.82.1080	
TM35_000831000	TM35_000831000-t36_1	T. theileri isolate Edinburgh	NBCO01000083:2,544..3,980(+)	hypothetical protein	protein coding	Tth.83.1000	
TM35_000831060	TM35_000831060-t36_1	T. theileri isolate Edinburgh	NBCO01000083:20,373..21,797(+)	hypothetical protein	protein coding	Tth.83.1060	
TM35_000851080	TM35_000851080-t36_1	T. theileri isolate Edinburgh	NBCO01000085:20,926..22,080(+)	hypothetical protein	protein coding	Tth.85.1080	
TM35_000851110	TM35_000851110-t36_1	T. theileri isolate Edinburgh	NBCO01000085:32,770..34,176(+)	hypothetical protein	protein coding	Tth.85.1110	
TM35_000881060	TM35_000881060-t36_1	T. theileri isolate Edinburgh	NBCO01000088:15,169..16,575(+)	hypothetical protein	protein coding	Tth.88.1060	
TM35_000881090	TM35_000881090-t36_1	T. theileri isolate Edinburgh	NBCO01000088:24,008..25,318(+)	hypothetical protein	protein coding	Tth.88.1090	
TM35_000931080	TM35_000931080-t36_1	T. theileri isolate Edinburgh	NBCO01000093:17,673..19,061(+)	transglutaminase	protein coding	Tth.93.1080	
TM35_000941070	TM35_000941070-t36_1	T. theileri isolate Edinburgh	NBCO01000094:22,287..23,570(-)	hypothetical protein	protein coding	Tth.94.1070	
TM35_000971010	TM35_000971010-t36_1	T. theileri isolate Edinburgh	NBCO01000097:9,461..10,849(-)	hypothetical protein	protein coding	Tth.97.1010	
TM35_000971030	TM35_000971030-t36_1	T. theileri isolate Edinburgh	NBCO01000097:14,559..15,974(-)	transglutaminase	protein coding	Tth.97.1030	
TM35_000971040	TM35_000971040-t36_1	T. theileri isolate Edinburgh	NBCO01000097:20,472..21,914(-)	hypothetical protein	protein coding	Tth.97.1040	
TM35_001011000	TM35_001011000-t36_1	T. theileri isolate Edinburgh	NBCO01000101:6,813..7,079(-)	hypothetical protein	protein coding	Tth.101.1000	
TM35_001171010	TM35_001171010-t36_1	T. theileri isolate Edinburgh	NBCO01000117:4,314..5,771(-)	hypothetical protein	protein coding	Tth.117.1010	
TM35_001181040	TM35_001181040-t36_1	T. theileri isolate Edinburgh	NBCO01000118:14,650..15,957(+)	hypothetical protein	protein coding	Tth.118.1040	
TM35_001191000	TM35_001191000-t36_1	T. theileri isolate Edinburgh	NBCO01000119:7,747..9,099(-)	hypothetical protein	protein coding	Tth.119.1000	
TM35_001201010	TM35_001201010-t36_1	T. theileri isolate Edinburgh	NBCO01000120:1,904..3,319(+)	hypothetical protein	protein coding	Tth.120.1010	
TM35_001201070	TM35_001201070-t36_1	T. theileri isolate Edinburgh	NBCO01000120:9,906..11,252(+)	hypothetical protein	protein coding	Tth.120.1070	
TM35_001211000	TM35_001211000-t36_1	T. theileri isolate Edinburgh	NBCO01000121:7,081..8,160(-)	hypothetical protein	protein coding	Tth.121.1000	
TM35_001251010	TM35_001251010-t36_1	T. theileri isolate Edinburgh	NBCO01000125:3,373..4,758(+)	hypothetical protein	protein coding	Tth.125.1010	
TM35_001541000	TM35_001541000-t36_1	T. theileri isolate Edinburgh	NBCO01000154:552..1,142(+)	hypothetical protein	protein coding	Tth.154.1000	
TM35_001541010	TM35_001541010-t36_1	T. theileri isolate Edinburgh	NBCO01000154:5,421..6,626(+)	hypothetical protein	protein coding	Tth.154.1010	
TM35_001551000	TM35_001551000-t36_1	T. theileri isolate Edinburgh	NBCO01000155:5,307..5,996(-)	hypothetical protein	protein coding	Tth.155.1000	
TM35_001671000	TM35_001671000-t36_1	T. theileri isolate Edinburgh	NBCO01000167:3,339..4,046(-)	hypothetical protein	protein coding	Tth.167.1000	
TM35_001741000	TM35_001741000-t36_1	T. theileri isolate Edinburgh	NBCO01000174:2,740..4,080(-)	hypothetical protein	protein coding	Tth.174.1000	
TM35_001871000	TM35_001871000-t36_1	T. theileri isolate Edinburgh	NBCO01000187:4,033..4,449(+)	hypothetical protein	protein coding	Tth.187.1000	
TM35_002291000	TM35_002291000-t36_1	T. theileri isolate Edinburgh	NBCO01000229:1,735..2,061(+)	hypothetical protein	protein coding	Tth.229.1000	
